,date,USD/INR exchange rate,Federal funds rate,Ethanol Futures CLOSE,CBOE Volatility Index (VIX) CLOSE,India Inflation data Core CPI,USD / Brazilian Real Rate,ICEUS Sugar #11 CLOSE
711,2018-08-14,69.96,1.91,1.357,13.31,4.0,3.9055,10.34
712,2019-10-01,71.11,1.88,1.485,18.56,5.0,4.1293,12.88
713,2018-08-22,70.11,1.92,1.294,12.25,4.0,4.1155,10.18
714,2017-06-09,64.25,0.91,1.55,10.7,2.0,3.2971,14.27
715,2018-08-29,70.75,1.92,1.232,12.25,4.0,4.1495,10.37
716,2019-10-24,70.82,1.85,1.473,13.71,5.0,4.0038,12.3
717,2018-09-04,71.76,1.92,1.291,13.16,4.0,4.1466,10.64
718,2018-09-05,71.95,1.92,1.291,13.91,4.0,4.059,10.89
719,2019-11-06,71.05,1.55,1.405,12.62,6.0,4.1007,12.56
720,2017-06-14,64.57,0.91,1.5730000000000002,10.64,2.0,3.275,13.62
721,2018-09-13,71.88,1.92,1.281,12.37,4.0,4.1742,11.68
722,2017-06-16,64.47,1.16,1.571,10.38,2.0,3.2933,13.44
723,2019-12-03,71.47,1.55,1.469,15.96,7.0,4.208,12.86
724,2018-09-27,72.51,2.18,1.285,12.41,4.0,4.0491,10.05
725,2019-12-13,70.65,1.55,1.344,12.63,7.0,4.09,13.5
726,2017-06-22,64.51,1.16,1.4909999999999999,10.48,2.0,3.343,12.84
727,2018-10-03,73.63,2.18,1.32,11.61,3.0,3.8745,12.23
728,2019-12-24,71.2,1.55,1.3980000000000001,12.67,7.0,4.08,13.37
729,2018-10-09,74.25,2.18,1.32,15.95,3.0,3.7555,12.97
730,2017-06-28,64.66,1.16,1.475,10.03,2.0,3.3043,12.55
731,2018-10-17,73.53,2.19,1.265,17.4,3.0,3.7216,13.73
732,2020-01-16,70.97,1.55,1.3259999999999998,12.32,7.0,4.18,14.43
733,2017-06-29,64.62,1.16,1.5090000000000001,11.44,2.0,3.3072,13.3
734,2018-10-25,73.46,2.2,1.2770000000000001,24.22,3.0,3.6429,13.97
735,2020-02-20,71.63,1.59,1.358,15.56,4.2,4.37,15.4
736,2018-10-23,73.23,2.2,1.2770000000000001,20.71,3.0,3.735,13.81
737,2017-07-07,64.63,1.16,1.518,11.19,2.0,3.2813,14.15
738,2018-11-07,72.38,2.2,1.2690000000000001,16.36,2.0,3.7605,13.01
739,2017-07-11,64.48,1.16,1.55,10.89,2.0,3.2079,13.44
740,2018-11-15,71.98,2.2,1.264,19.98,2.0,3.7435,12.65
741,2017-07-14,64.42,1.16,1.538,9.51,2.0,3.1799,14.3
742,2018-11-23,70.66,2.2,1.276,21.52,2.0,3.8283,12.47
743,2017-07-19,64.38,1.16,1.538,9.79,2.0,3.1208,14.5
744,2017-07-21,64.39,1.16,1.5190000000000001,9.36,2.0,3.1418,14.4
745,2018-12-18,70.28,2.2,1.248,25.58,2.0,3.8977,12.3
746,2018-12-26,70.36,2.4,1.247,30.41,2.0,3.8735,12.39
747,2017-07-28,64.12,1.16,1.541,10.29,2.0,3.1319,14.37
748,2018-12-21,70.14,2.4,1.238,30.11,2.0,3.904,12.34
749,2017-08-01,63.64,1.16,1.5590000000000002,10.09,3.0,3.1137,14.88
750,2019-01-10,70.4,2.4,1.287,19.5,2.0,3.7113,12.67
751,2017-08-02,63.71,1.16,1.5590000000000002,10.28,3.0,3.1126,14.79
752,2017-08-03,63.68,1.16,1.5759999999999998,10.44,3.0,3.1313,14.31
753,2019-01-29,71.24,2.4,1.2670000000000001,19.13,2.0,3.685,12.69
754,2017-08-08,63.86,1.16,1.591,10.96,3.0,3.1559,13.78
755,2019-02-05,71.55,2.4,1.307,15.57,3.0,3.6983,12.82
756,2017-08-10,64.14,1.16,1.575,16.04,3.0,3.1938,13.24
757,2019-02-14,71.33,2.4,1.329,16.22,3.0,3.7008,12.61
758,2017-08-15,64.17,1.16,1.531,12.04,3.0,3.1524,13.13
759,2019-02-26,71.2,2.4,1.339,15.17,3.0,3.7287,12.88
760,2017-08-18,64.1,1.16,1.507,14.26,3.0,3.1465,13.41
761,2019-03-06,70.12,2.4,1.318,15.74,3.0,3.8704,12.16
762,2017-08-22,64.05,1.16,1.52,11.35,3.0,3.1414,13.51
763,2019-03-13,69.37,2.4,1.355,13.41,3.0,3.8443,12.36
764,2017-08-16,64.17,1.16,1.51,11.74,3.0,3.1751,12.94
765,2019-03-21,69.17,2.41,1.419,13.63,3.0,3.9071,12.5
766,2017-08-25,64.01,1.16,1.5,11.28,3.0,3.1603,14.03
767,2019-03-29,69.19,2.43,1.345,13.71,3.0,3.9247,12.53
768,2017-08-29,63.99,1.16,1.489,11.7,3.0,3.1603,13.82
769,2017-09-01,64.03,1.16,1.556,10.13,3.0,3.1416,13.75
770,2019-04-18,69.4,2.43,1.3330000000000002,12.09,3.0,3.9274,12.76
771,2017-09-07,63.79,1.16,1.535,11.55,3.0,3.0867,14.03
772,2019-05-08,70.2,2.39,1.3,19.4,3.0,3.9466,11.65
773,2017-09-08,63.79,1.16,1.535,12.12,3.0,3.0867,14.09
774,2019-05-15,70.13,2.4,1.3419999999999999,16.44,3.0,4.0469,11.85
775,2017-09-12,64.01,1.16,1.5630000000000002,10.58,3.0,3.1353,14.02
776,2019-05-23,69.38,2.38,1.3969999999999998,16.92,3.0,4.0225,11.57
777,2017-09-15,64.11,1.16,1.545,10.17,3.0,3.1085,14.55
778,2019-06-04,69.39,2.38,1.5130000000000001,16.97,3.0,3.8811,12.42
779,2017-09-14,64.11,1.16,1.545,10.44,3.0,3.1085,14.27
780,2019-06-13,69.83,2.37,1.61,15.82,3.0,3.8958,12.75
781,2019-06-25,69.25,2.38,1.567,16.28,3.0,3.8445,12.33
782,2017-09-27,65.47,1.16,1.55,9.87,3.0,3.1825,13.08
783,2019-07-05,68.45,2.42,1.531,13.28,3.0,3.8221,12.36
784,2017-10-03,65.03,1.16,1.46,9.51,4.0,3.1351,14.04
785,2017-10-05,65.4,1.16,1.42,9.19,4.0,3.1561,14.39
786,2019-07-25,68.88,2.4,1.469,12.74,3.0,3.7761,12.0
787,2017-10-10,65.16,1.16,1.425,10.08,4.0,3.1724,14.17
788,2019-07-30,68.88,2.39,1.449,13.94,3.0,3.8129,12.15
789,2017-10-12,64.7,1.16,1.431,9.91,4.0,3.1452,14.28
790,2019-08-09,70.92,2.12,1.442,17.97,3.0,3.9416,11.86
791,2017-10-18,65.0,1.16,1.392,10.07,4.0,3.1671,14.08
792,2019-08-20,71.44,2.13,1.35,17.5,3.0,4.0269,11.44
793,2017-10-24,64.93,1.16,1.396,11.16,4.0,3.2332,14.28
794,2019-08-29,71.45,2.12,1.34,17.88,3.0,4.1453,11.21
795,2017-10-26,65.04,1.16,1.395,11.3,4.0,3.2363,14.11
796,2017-10-31,64.57,1.07,1.43,10.18,4.0,3.2677,14.74
797,2019-09-20,71.08,1.9,1.3619999999999999,15.32,4.0,4.148,11.09
798,2017-11-03,64.56,1.16,1.42,9.14,5.0,3.3144,14.38
799,2019-09-17,71.15,2.3,1.386,14.44,4.0,4.1112,10.94
800,2017-11-08,64.98,1.16,1.44,9.78,5.0,3.2521,14.84
801,2019-10-04,70.83,1.82,1.3880000000000001,17.04,5.0,4.0556,12.76
802,2017-11-10,65.19,1.16,1.456,11.29,5.0,3.2779,14.96
803,2019-10-16,71.13,1.9,1.445,13.68,5.0,4.1643,12.35
804,2017-11-15,65.3,1.16,1.39,13.13,5.0,3.2739999999999996,15.09
805,2019-10-25,70.82,1.83,1.473,12.65,5.0,4.0038,12.35
806,2017-11-22,64.57,1.16,1.3969999999999998,9.88,5.0,3.2243,15.28
807,2019-11-07,71.36,1.55,1.4180000000000001,12.73,6.0,4.1635,12.39
808,2019-11-14,71.65,1.55,1.43,13.05,6.0,4.1962,12.81
809,2019-11-20,71.75,1.55,1.416,12.78,6.0,4.1932,12.75
810,2019-12-06,71.28,1.55,1.375,13.62,7.0,4.1414,13.18
811,2017-12-06,64.57,1.16,1.315,11.02,5.0,3.2907,14.45
812,2019-12-19,71.09,1.55,1.369,12.5,7.0,4.07,13.55
813,2017-12-15,64.08,1.41,1.262,9.42,5.0,3.2947,13.66
814,2020-01-03,71.76,1.55,1.3630000000000002,14.02,7.0,4.07,13.31
815,2017-12-20,64.02,1.42,1.295,9.72,5.0,3.3084,14.57
816,2017-12-22,64.02,1.42,1.306,9.9,5.0,3.3369999999999997,14.6
817,2017-12-28,63.84,1.42,1.32,10.18,5.0,3.3125,15.0
818,2018-01-02,63.51,1.42,1.318,9.77,5.0,3.237,15.33
819,2018-01-03,63.4,1.42,1.318,9.15,5.0,3.2346,15.31
820,2018-01-12,63.61,1.42,1.357,10.16,5.0,3.2064,14.18
821,2018-01-16,63.89,1.42,1.359,11.66,5.0,3.2238,13.59
822,2018-01-18,63.83,1.42,1.3319999999999999,12.22,5.0,3.1962,13.08
823,2018-01-24,63.52,1.42,1.358,11.47,5.0,3.1485,13.16
824,2018-01-30,63.55,1.42,1.39,14.79,5.0,3.1859,13.72
825,2018-01-25,63.52,1.42,1.361,11.58,5.0,3.1510000000000002,13.24
826,2018-02-07,64.3,1.42,1.415,27.73,4.0,3.2858,14.0
827,2018-02-15,64.22,1.42,1.484,19.13,4.0,3.2312,13.62
828,2018-02-22,64.71,1.42,1.4709999999999999,18.72,4.0,3.2379,13.71
829,2018-03-02,65.22,1.42,1.4580000000000002,19.59,4.0,3.2528,13.42
830,2018-03-07,65.11,1.42,1.5119999999999998,17.76,4.0,3.2669,12.79
831,2018-03-13,64.84,1.42,1.527,16.35,4.0,3.2607,12.62
832,2018-03-20,65.18,1.44,1.4709999999999999,18.2,4.0,3.2725,12.56
833,2018-03-23,64.99,1.68,1.4509999999999998,24.87,4.0,3.3123,12.57
834,2018-04-04,64.89,1.69,1.422,20.06,5.0,3.3449,12.27
835,2018-04-10,65.26,1.69,1.4869999999999999,20.47,5.0,3.3746,12.13
836,2018-04-27,66.62,1.7,1.4480000000000002,15.41,5.0,3.4568,11.22
837,2018-04-20,66.21,1.7,1.499,16.88,5.0,3.4130000000000003,11.64
838,2018-05-08,67.35,1.7,1.4669999999999999,14.71,5.0,3.5924,11.56
839,2018-05-15,67.78,1.7,1.4709999999999999,14.63,5.0,3.6761,11.52
840,2018-05-10,67.36,1.7,1.459,13.23,5.0,3.5999,11.27
841,2018-05-23,68.34,1.7,1.4969999999999999,12.58,5.0,3.6496,12.35
842,2018-05-31,67.0,1.7,1.462,15.43,5.0,3.7633,12.79
843,2018-06-05,66.84,1.7,1.4340000000000002,12.4,5.0,3.8488,12.02
844,2018-06-13,67.69,1.7,1.413,12.94,5.0,3.806,12.51
845,2018-06-19,68.06,1.91,1.403,13.35,5.0,3.7715,11.84
846,2018-06-28,68.46,1.91,1.425,16.85,5.0,3.8771,11.88
847,2018-07-10,68.73,1.91,1.3980000000000001,12.64,4.0,3.8773,11.41
848,2018-07-18,69.02,1.91,1.42,12.1,4.0,3.8295,11.08
849,2018-07-31,68.35,1.91,1.445,12.83,4.0,3.7499,10.55
850,2018-08-07,68.66,1.91,1.389,10.93,4.0,3.7721,10.88
851,2018-08-23,69.97,1.92,1.3130000000000002,12.41,4.0,4.102,10.12
852,2018-08-30,71.01,1.92,1.28,13.53,4.0,4.0556,10.57
853,2018-09-12,72.04,1.92,1.274,13.14,4.0,4.2077,11.67
854,2018-09-19,72.02,1.92,1.262,11.75,4.0,4.0771,10.76
855,2018-09-26,72.57,1.93,1.296,12.89,4.0,4.0123,9.9
856,2018-10-02,73.35,2.18,1.305,12.05,4.0,3.9015,12.07
857,2018-10-10,74.05,2.18,1.305,22.96,3.0,3.7812,12.85
858,2018-10-16,73.6,2.18,1.28,17.62,3.0,3.6875,13.25
859,2018-10-24,73.23,2.2,1.26,25.23,3.0,3.7058,14.01
860,2018-10-31,73.46,2.2,1.278,21.23,3.0,3.7012,13.19
861,2018-11-13,72.31,2.2,1.258,20.02,2.0,3.7841,12.61
862,2018-12-06,70.86,2.2,1.238,21.19,2.0,3.9075,12.64
863,2018-12-14,71.92,2.19,1.258,21.63,2.0,3.9171,12.65
864,2018-12-20,70.14,2.4,1.238,28.38,2.0,3.904,12.43
865,2019-01-15,70.98,2.4,1.262,18.6,2.0,3.7366,13.16
866,2019-01-23,71.0,2.4,1.261,19.52,2.0,3.7733,12.97
867,2019-02-08,71.18,2.4,1.308,15.72,3.0,3.7292,12.71
868,2019-02-22,71.04,2.4,1.3459999999999999,13.51,3.0,3.7485,13.37
869,2019-03-01,71.0,2.4,1.338,13.57,3.0,3.7752,12.62
870,2019-03-19,68.79,2.4,1.4080000000000001,13.56,3.0,3.7763,12.78
871,2019-03-28,69.19,2.41,1.345,14.43,3.0,3.9247,12.53
872,2019-04-05,69.17,2.41,1.3019999999999998,12.82,3.0,3.8735,12.76
873,2019-04-17,69.4,2.42,1.3330000000000002,12.6,3.0,3.9274,12.35
874,2019-04-24,70.17,2.44,1.3159999999999998,13.14,3.0,3.9542,12.68
875,2019-05-02,69.1,2.41,1.319,14.42,3.0,3.9382,12.23
876,2019-05-22,69.67,2.38,1.35,14.75,3.0,4.0401,11.62
877,2019-05-30,69.58,2.39,1.517,17.3,3.0,3.9228,11.76
878,2019-06-20,69.62,2.37,1.575,14.75,3.0,3.8192,12.43
879,2019-07-02,68.8,2.4,1.483,12.93,3.0,3.8272,12.35
880,2019-07-10,68.41,2.41,1.5490000000000002,13.03,3.0,3.7551,12.5
881,2019-07-19,68.86,2.41,1.472,14.45,3.0,3.7494,11.59
882,2019-08-07,70.42,2.12,1.439,19.49,3.0,3.9199,11.34
883,2019-08-13,71.28,2.12,1.255,17.52,3.0,4.0526,11.72
884,2019-08-22,71.51,2.12,1.317,16.68,3.0,4.1198,11.58
885,2019-09-03,71.99,2.13,1.291,19.66,4.0,4.095,11.19
886,2019-09-10,71.58,2.13,1.3330000000000002,15.2,4.0,4.0680000000000005,10.88
887,2019-10-02,71.03,1.88,1.485,20.56,5.0,4.0841,12.89
888,2019-10-11,70.92,1.82,1.507,15.58,5.0,4.1097,12.41
889,2019-10-23,70.97,1.85,1.45,14.01,5.0,4.0415,12.15
890,2019-10-31,70.76,1.58,1.4509999999999998,13.22,5.0,3.9903,12.48
891,2019-11-13,71.97,1.55,1.421,13.0,6.0,4.1951,12.85
892,2019-12-11,70.69,1.55,1.344,14.99,7.0,4.09,13.42
893,2019-12-10,70.81,1.55,1.3219999999999998,15.68,7.0,4.12,13.46
894,2019-12-31,71.25,1.55,1.406,13.78,7.0,4.02,13.42
895,2020-01-14,70.91,1.55,1.375,12.39,7.0,4.13,14.32
896,2020-01-28,71.19,1.55,1.347,16.28,7.0,4.19,14.54
897,2020-12-09,73.62,0.09,1.375,22.27,7.61,5.12,14.97
898,2020-09-29,73.78,0.09,1.305,26.27,5.5,5.66,12.99
899,2020-09-09,73.6,0.09,1.306,28.81,5.5,5.36,12.03
900,2021-05-21,72.91,0.06,2.35,20.67,4.29,5.37,16.67
901,2021-06-17,74.17,0.06,2.46,18.15,6.3,5.01,16.55
902,2021-07-16,74.91,0.1,2.32,17.01,6.26,5.12,17.71
903,2021-08-18,74.31,0.1,2.22,17.91,5.59,5.38,20.17
904,2021-09-15,73.49,0.08,2.207,19.46,5.3,5.22,19.52
905,2021-10-21,74.84,0.08,2.207,15.49,4.35,5.66,18.94
906,2021-11-18,74.19,0.08,2.207,17.11,12.54,5.56,20.18
907,2021-12-22,75.46,0.08,2.137,21.01,4.91,5.65,19.26
908,2022-01-21,74.42,0.08,2.16,25.59,5.59,5.46,18.9
909,2022-02-16,75.05,0.08,2.16,25.7,6.01,5.14,18.07
910,2022-03-16,76.45,0.08,2.16,29.83,6.07,5.08,18.56
911,2022-04-14,76.31,0.33,2.7025,22.7,6.95,4.7,20.13
912,2022-05-17,77.37,0.83,2.795,26.1,7.79,4.94,20.0
913,2022-05-18,77.82,0.83,2.745,26.1,7.79,4.97,19.83
914,2022-05-19,77.42,0.83,2.755,29.35,7.79,4.93,19.81
915,2022-06-16,78.01,0.83,2.85,29.62,7.04,5.05,18.6
916,2022-07-15,79.72,1.58,2.55,26.72,7.01,5.41,19.25
917,2022-08-18,79.75,2.33,2.52,19.56,6.71,5.17,17.77
918,2022-09-16,79.69,2.33,2.285,26.3,7.0,5.25,17.88
919,2022-09-20,79.76,2.33,2.28,27.16,7.0,5.14,17.8
920,2022-09-21,80.19,2.33,2.265,27.99,7.0,5.17,17.81
921,2022-09-22,81.06,2.33,2.26,27.35,7.0,5.12,18.0
922,2022-09-23,81.24,2.33,2.21,29.92,7.0,5.27,17.64
923,2022-09-28,81.43,3.08,2.2275,34.5,7.0,5.38,17.71
924,2022-09-30,81.64,3.08,2.295,31.84,7.0,5.14,17.68
925,2022-09-29,81.5,3.08,2.255,31.84,7.0,5.04,17.77
926,2022-09-27,81.72,3.08,2.19,32.6,7.0,5.38,17.59
927,2022-10-07,82.82,3.08,2.33,31.36,7.0,5.21,18.68
928,2022-10-06,82.36,3.08,2.315,30.52,7.0,5.22,18.46
929,2022-10-05,81.65,3.08,2.35,28.55,7.0,5.2,17.95
930,2022-10-04,81.48,3.08,2.3,29.07,7.0,5.18,17.91
931,2022-10-10,82.42,3.08,2.35,32.93,7.0,5.19,18.61
932,2022-10-11,82.27,3.08,2.33,33.56,7.0,5.29,18.74
933,2022-10-14,82.42,3.08,2.33,32.02,7.0,5.33,18.84
934,2022-10-13,82.27,3.08,2.31,31.95,7.0,5.26,18.81
935,2022-10-12,82.19,3.08,2.32,33.57,7.0,5.29,18.68
936,2022-10-17,82.17,3.08,2.32,31.37,7.41,5.28,18.77
937,2022-10-21,82.54,3.08,2.45,29.69,7.41,5.16,18.38
938,2022-10-18,82.29,3.08,2.34,30.5,7.41,5.24,18.67
939,2022-10-19,83.0,3.08,2.36,30.94,7.41,5.27,18.65
940,2022-10-20,82.83,3.08,2.46,31.3,7.41,5.22,18.39
941,2022-10-24,82.76,3.08,2.41,29.85,7.41,5.31,18.13
942,2022-10-23,82.54,3.08,2.45,29.69,7.41,5.16,18.38
943,2022-10-22,82.54,3.08,2.45,29.69,7.41,5.16,18.38
944,2022-10-25,82.51,3.08,2.41,28.46,7.41,5.32,18.11
945,2022-10-27,82.42,3.08,2.43,27.39,7.41,5.34,17.71
946,2022-10-26,82.51,3.08,2.4,27.28,7.41,5.39,17.86
947,2022-10-28,82.29,3.08,2.48,25.75,7.41,5.29,17.58
948,2022-11-01,82.68,3.08,2.59,25.81,7.41,5.14,18.43
949,2022-10-29,82.29,3.08,2.48,25.75,7.41,5.29,17.58
950,2022-10-30,82.29,3.08,2.48,25.75,7.41,5.29,17.58
951,2022-10-31,82.29,3.08,2.52,25.75,7.41,5.18,17.97
952,2022-11-02,82.91,3.08,2.62,25.86,7.41,5.14,18.47
953,2022-11-03,82.68,3.08,2.75,25.3,7.41,5.12,18.47
954,2022-11-04,81.95,3.08,2.77,24.55,7.41,5.06,18.71
955,2022-11-08,81.42,3.08,2.72,25.54,7.41,5.14,19.0
956,2022-11-07,81.82,3.08,2.8,24.35,7.41,5.16,18.68
957,2022-11-09,81.45,3.83,2.73,26.09,7.41,5.19,19.38
958,2022-11-06,81.95,3.08,2.77,24.55,7.41,5.06,18.71
959,2022-11-05,81.95,3.08,2.77,24.55,7.41,5.06,18.71
960,2022-11-10,80.48,3.83,2.69,23.53,7.41,5.35,19.38
961,2022-11-11,80.55,3.83,2.62,22.52,7.41,5.33,19.64
962,2022-11-12,80.55,3.83,2.62,22.52,7.41,5.33,19.64
963,2022-11-14,80.95,3.83,2.61,23.73,7.41,5.33,19.83
964,2022-11-17,81.35,3.83,2.31,23.93,6.77,5.42,19.73
965,2022-11-16,81.45,3.83,2.27,24.11,6.77,5.4,20.27
966,2022-11-15,81.08,3.83,2.59,24.54,7.41,5.33,20.29
967,2022-11-18,81.52,3.83,2.32,23.12,6.77,5.38,20.05
968,2022-11-13,80.55,3.83,2.62,22.52,7.41,5.33,19.64
969,2022-11-20,81.52,3.83,2.32,23.12,6.77,5.38,20.05
970,2022-11-19,81.52,3.83,2.32,23.12,6.77,5.38,20.05
971,2022-11-21,81.73,3.83,2.34,22.36,6.77,5.32,19.86
972,2022-11-22,81.71,3.83,2.38,21.29,6.77,5.36,19.74
973,2022-11-26,81.66,3.83,2.42,20.5,6.77,5.41,19.33
974,2022-11-24,81.66,3.83,2.42,20.42,6.77,5.32,19.55
975,2022-11-27,81.66,3.83,2.42,20.5,6.77,5.41,19.33
976,2022-11-23,81.63,3.83,2.42,20.35,6.77,5.36,19.55
977,2022-11-28,81.65,3.83,2.39,22.21,6.77,5.37,19.38
978,2022-11-25,81.66,3.83,2.42,20.5,6.77,5.41,19.33
979,2022-11-30,81.31,3.83,2.24,21.07,6.77,5.19,19.63
980,2022-11-29,81.65,3.83,2.29,21.89,6.77,5.27,19.53
981,2022-12-02,81.42,3.83,2.14,19.06,6.77,5.22,19.48
982,2022-12-01,81.18,3.83,2.21,20.83,6.77,5.19,19.62
983,2022-12-04,81.42,3.83,2.14,19.06,6.77,5.22,19.48
984,2022-12-08,82.28,3.83,2.08,22.29,6.77,5.23,19.68
985,2022-12-06,82.47,3.83,2.11,22.17,6.77,5.24,19.39
986,2022-12-03,81.42,3.83,2.14,19.06,6.77,5.22,19.48
987,2022-12-05,81.87,3.83,2.11,20.75,6.77,5.28,19.55
988,2022-12-07,82.25,3.83,2.09,22.68,6.77,5.2,19.48
989,2022-12-13,82.4,3.83,2.17,22.55,6.77,5.29,19.76
990,2022-12-11,82.28,3.83,2.08,22.29,6.77,5.23,19.6
991,2022-12-10,82.28,3.83,2.08,22.29,6.77,5.23,19.6
992,2022-12-09,82.28,3.83,2.08,22.29,6.77,5.23,19.6
993,2022-12-12,82.65,3.83,2.17,25.0,6.77,5.32,19.38
994,2022-12-16,82.68,3.83,2.13,22.62,5.88,5.31,20.09
995,2022-12-14,82.5,3.83,2.15,21.14,6.77,5.28,20.29
996,2022-12-15,82.86,3.83,2.11,22.83,6.77,5.31,19.98
997,2022-12-20,82.58,4.33,2.17,22.42,5.88,5.29,20.58
998,2022-12-17,82.68,4.33,2.13,22.62,5.88,5.31,20.09
999,2022-12-18,82.68,4.33,2.13,22.62,5.88,5.31,20.09
1000,2022-12-19,82.58,4.33,2.17,22.42,5.88,5.29,20.14
1001,2022-12-21,82.88,4.33,2.2,20.07,5.88,5.2,20.75
1002,2022-12-22,82.88,4.33,2.22,21.97,5.88,5.17,20.89
1003,2022-12-26,82.9,4.33,2.25,20.87,5.88,5.22,20.98
1004,2022-12-23,82.6,4.33,2.25,20.87,5.88,5.17,20.98
1005,2022-12-25,82.6,4.33,2.25,20.87,5.88,5.17,20.98
1006,2022-12-24,82.6,4.33,2.25,20.87,5.88,5.17,20.98
1007,2022-12-28,82.85,4.33,2.29,22.14,5.88,5.27,20.16
1008,2022-12-29,82.83,4.33,2.29,21.44,5.88,5.29,20.29
1009,2022-12-27,82.9,4.33,2.25,20.87,5.88,5.22,20.32
1010,2023-01-01,82.83,4.33,2.33,21.67,5.88,5.29,20.04
1011,2023-01-02,82.74,4.33,2.33,21.67,5.88,5.36,20.04
1012,2022-12-31,82.83,4.33,2.33,21.67,5.88,5.29,20.04
1013,2022-12-30,82.83,4.33,2.33,21.67,5.88,5.29,20.04
1014,2023-01-03,82.79,4.33,2.28,22.9,5.88,5.48,19.7
1015,2023-01-05,82.63,4.33,2.22,22.46,5.88,5.35,19.34
1016,2023-01-06,82.27,4.33,2.17,21.13,5.88,5.23,18.96
1017,2023-01-04,82.69,4.33,2.24,22.9,5.88,5.43,19.54
1018,2023-01-15,81.29,4.33,2.19,18.35,5.88,5.1,19.73
1019,2023-01-12,81.24,4.33,2.12,18.83,5.88,5.11,19.59
1020,2023-01-08,82.27,4.33,2.17,21.13,5.88,5.23,18.96
1021,2023-01-07,82.27,4.33,2.17,21.13,5.88,5.23,18.96
1022,2023-01-09,82.46,4.33,2.12,21.97,5.88,5.26,19.17
1023,2023-01-11,81.63,4.33,2.07,21.09,5.88,5.16,19.65
1024,2023-01-14,81.29,4.33,2.19,18.35,5.88,5.1,19.73
1025,2023-01-10,81.7,4.33,2.11,20.58,5.88,5.2,19.64
1026,2023-01-16,81.65,4.33,2.19,19.49,5.88,5.15,19.73
1027,2023-01-13,81.29,4.33,2.19,18.35,5.88,5.1,19.73
1028,2023-01-17,81.37,4.33,2.2,19.36,5.88,5.1,20.14
1029,2023-01-18,81.44,4.33,2.17,20.34,5.75,5.19,19.82
1030,2023-01-23,81.49,4.33,2.15,19.81,5.75,5.12,19.7
1031,2023-01-19,81.44,4.33,2.17,20.34,5.75,5.19,19.68
1032,2023-01-22,80.98,4.33,2.18,19.85,5.75,5.12,19.72
1033,2023-01-21,80.98,4.33,2.18,19.85,5.75,5.12,19.72
1034,2023-01-20,80.98,4.33,2.18,19.85,5.75,5.12,19.72
1035,2023-01-24,81.6,4.33,2.16,19.2,5.75,5.14,19.88
1036,2023-01-26,81.45,4.33,2.15,18.73,5.75,5.07,20.68
1037,2023-01-27,81.51,4.33,2.18,18.15,5.75,5.11,20.96
1038,2023-01-25,81.55,4.33,2.14,19.08,5.75,5.07,20.11
1039,2023-01-29,81.51,4.33,2.18,18.15,5.75,5.11,20.96
1040,2023-01-30,81.58,4.33,2.18,19.94,5.75,5.12,21.21
1041,2023-01-28,81.51,4.33,2.18,18.15,5.75,5.11,20.96
1042,2023-01-31,81.77,4.33,2.16,19.4,5.75,5.07,21.76
1043,2023-02-01,81.71,4.33,2.16,19.62,5.75,5.06,21.37
1044,2023-02-02,82.05,4.33,2.18,18.73,5.75,5.05,21.66
1045,2023-02-03,82.49,4.58,2.19,18.33,5.75,5.15,21.24
1046,2023-02-04,82.49,4.58,2.19,18.33,5.75,5.15,21.24
1047,2023-02-05,82.49,4.58,2.19,18.33,5.75,5.15,21.24
1048,2023-02-06,82.76,4.58,2.21,19.43,5.75,5.15,20.66
1049,2023-02-07,82.74,4.58,2.2,18.66,5.75,5.12,20.84
1050,2023-02-08,82.66,4.58,2.21,19.63,5.75,5.2,21.2
1051,2023-02-09,82.66,4.58,2.17,19.24,5.75,5.29,21.45
1052,2023-02-10,82.49,4.58,2.2,20.53,5.75,5.22,21.58
1053,2023-02-11,82.49,4.58,2.2,20.53,5.75,5.22,21.58
1054,2023-02-12,82.49,4.58,2.2,20.53,5.75,5.22,21.58
1055,2023-02-13,82.6,4.58,2.21,20.34,5.75,5.16,19.68
1056,2023-02-14,82.87,4.58,2.17,18.91,6.52,5.19,20.0
1057,2023-02-15,82.74,4.58,2.17,18.23,6.52,5.22,19.72
1058,2023-02-16,82.7,4.58,2.19,20.17,6.52,5.22,19.77
1059,2023-02-17,82.82,4.58,2.21,20.02,6.52,5.17,19.8
1060,2023-02-18,82.82,4.58,2.21,20.02,6.52,5.17,19.8
1061,2023-02-19,82.82,4.58,2.21,20.02,6.52,5.17,19.8
1062,2023-02-20,82.69,4.58,2.21,21.23,6.52,5.17,19.8
1063,2023-02-21,82.86,4.58,2.22,22.87,6.52,5.17,19.93
1064,2023-02-22,82.84,4.58,2.2,22.29,6.52,5.15,19.9
1065,2023-02-23,82.62,4.58,2.18,21.14,6.52,5.14,20.34
1066,2023-02-24,82.93,4.58,2.16,21.67,6.52,5.21,19.67
1067,2023-02-25,82.93,4.58,2.16,21.67,6.52,5.21,19.67
1068,2023-02-26,82.93,4.58,2.16,21.67,6.52,5.21,19.67
1069,2023-02-27,82.65,4.58,2.15,20.95,6.52,5.2,20.29
1070,2023-02-28,82.64,4.57,2.11,20.7,6.52,5.24,20.07
1071,2023-03-01,82.42,4.57,2.13,20.58,6.52,5.18,20.57
1072,2023-03-02,82.36,4.58,2.15,19.59,6.52,5.2,20.31
